mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc13,mean_zcr,mean_centroid,mean_RMSE,label
-327.5331726,69.65699768,-29.01525116,17.26951981,1.997559905,8.627806664,1.572924376,9.936382294,2.165108204,9.65426445,-7.372866154,6.19913435,-7.940502167,0.283203125,2090.331824,0.02542864,2
-273.1101379,59.28452682,21.83456993,6.083734035,9.576166153,12.91690826,-5.18649292,5.22583437,-10.0072279,6.450357914,-2.603409767,3.727572918,-15.66274834,0.722412109,2711.814212,0.067176655,1
-349.2855225,40.82918167,-47.75908661,-28.44732475,-20.26152992,6.276459694,-10.48588467,-1.256582499,-11.77608681,10.70800304,-0.980631948,8.932799339,-8.588084221,0.255208333,2232.951974,0.051999744,0
-377.273468,73.99788666,-4.364920616,15.38031292,3.440388203,-1.06437993,-1.499474049,2.390501738,-5.729706764,7.161896706,-9.00122261,7.044178009,-8.357656479,0.323730469,2025.937243,0.020452656,2
-608.1091919,16.86895943,15.9290123,51.8895874,-7.814079285,44.60608292,-1.162929177,29.05097389,15.56304073,10.19337368,16.34851456,3.783633232,3.290984154,0.491699219,2426.015418,0.009296754,2
-214.6021729,41.64995193,-19.35895157,0.853977382,-6.435764313,-0.013838559,-16.58892632,6.753582954,-21.70760155,-9.096946716,-0.92750895,19.00369644,4.291706562,0.398995536,2525.609924,0.136487231,1
-293.5360718,10.59135151,-10.22474957,0.793210566,-4.270766258,4.238042831,-5.906424522,14.76379681,-6.060473442,4.484528542,2.064326763,6.294451237,0.054505229,0.616516113,3404.937695,0.0438159,1
-335.0911865,74.95031738,30.20945358,9.17048645,-3.869578838,-10.02635956,-19.90988541,-8.827994347,-10.9517498,-8.094299316,-7.996266365,-7.907849312,-9.159074783,0.653808594,2092.655465,0.061779685,4
-522.8438721,114.7061462,-12.44128036,24.77135086,-2.948886633,26.85390091,-13.04669094,8.864163399,-2.570608854,8.258534431,-14.378438,0.805199504,7.165267467,0.122884115,1276.214047,0.0057586,2
-188.8486176,15.06509018,-45.11175156,18.8044796,-5.698587418,-5.986976624,10.55396843,12.61647034,-1.082090616,13.10515976,-8.496777534,-1.713757992,-2.978750229,0.368977865,2776.633064,0.138843954,3
-512.0388794,78.3704071,-9.665959358,6.913043022,-3.158913612,11.66395855,-3.95889473,-2.968939066,-11.01163292,10.22835636,-5.006289482,-0.515215814,-9.519060135,0.513509115,2005.351575,0.011042119,4
-352.8983765,52.58420563,-53.49800873,28.96274567,2.351848364,12.53528881,-4.834370136,0.992592871,1.124614954,-3.519329786,-22.96050072,2.664803982,-2.305176497,0.329264323,2238.81564,0.025167435,2
-240.2095642,133.9187927,-76.15337372,48.73550415,-2.992132664,-6.433470726,-6.98682785,-9.722230911,-19.76742363,-6.339851379,-4.722307205,2.954434395,-4.447179317,0.166992188,1387.396574,0.171608135,3
-463.6208191,72.43904877,13.04425144,36.32796097,-25.24038887,34.21923447,-17.55437088,13.51310444,9.635322571,-0.67670089,6.994011879,-4.63120079,6.557995319,0.513183594,2214.348381,0.025564451,2
-399.674408,84.21685028,-8.969901085,3.605811834,-30.46531296,13.42911434,-3.819612026,3.110378981,-22.89105415,-8.158103943,-9.957712173,13.97644806,-7.911105633,0.244303385,1892.331343,0.014882872,4
-395.7497559,76.60412598,-31.72120285,27.33675957,-5.119349003,16.10719109,-29.62896347,4.995510578,-6.701116562,8.544079781,-11.37621117,2.051199675,-3.151319504,0.280273438,1967.799848,0.015431995,2
-152.6088715,74.98977661,-3.442927599,-11.31660938,-0.254513264,2.240493298,-1.897863984,12.5190773,-9.520181656,-2.008569479,-1.792641163,3.40205121,-2.279488325,0.41015625,2333.834532,0.15051809,1
-345.1410217,23.39925575,5.760573387,2.790683746,8.93402195,1.192988038,2.422821283,15.75363541,-3.45714426,9.096280098,-1.411705375,1.642484784,2.072706938,0.546875,3319.513971,0.029633032,1
-227.2624817,15.14055061,10.66001606,7.449191093,-5.360058784,2.503381491,-9.203342438,-4.90761137,-9.314207077,-3.7619524,-6.144730568,-6.854705811,-14.57550907,0.556640625,3458.639596,0.07785999,4
-295.5634766,36.22465515,-60.69806671,-26.56395149,-10.56192398,2.750576258,-5.456547737,5.482334614,-13.01231956,4.817245483,8.242497444,17.15006828,5.942110062,0.232421875,2258.85384,0.054487288,0
-371.3901978,73.47041321,-64.37254333,6.773038387,-9.731978416,15.79116917,-0.889839232,2.835041761,-0.933078527,0.02584208,-15.51218033,8.688605309,0.705590487,0.258789063,1961.183504,0.01844758,2
-554.2694702,83.24352264,20.97805023,30.24411392,3.946558714,-1.938128829,0.124496825,10.02428532,-4.807796955,3.29592967,-8.796294212,3.641871691,-5.186380386,0.685546875,1988.680099,0.007738912,4
-478.8949585,107.2275467,4.622486115,24.45377731,-10.82618046,-12.21116161,-9.670599937,-5.118460178,-5.487996101,4.099310875,-1.170799494,-3.959530592,-4.557457924,0.171223958,1372.349428,0.017329786,4
-201.831955,30.85015678,2.08702898,-3.375185966,2.462060928,-2.452631474,-10.27917576,12.11923027,-3.980641603,1.124202728,0.059036709,10.28469086,-2.732680082,0.509440104,3195.278146,0.075591043,1
-216.2572784,58.95665741,-18.91841507,-10.91602516,3.136257887,14.5738306,-15.02654839,11.34420776,-3.439326286,-4.612809658,-10.92363644,6.446062565,-7.615695477,0.377790179,2375.581957,0.09075705,0
-317.6633606,11.73779964,-30.92017555,-26.2443924,-13.18612289,27.53177643,20.55709457,16.17166328,-17.3599968,-10.26305485,8.691269875,30.61101151,-2.9450562,0.266927083,2718.589348,0.080394797,0
-387.1435547,101.0935059,-5.193524837,24.4079628,5.312353134,-8.34607029,-9.735383987,-9.878318787,-9.009362221,3.616679668,-18.05020714,-8.481813431,-5.748828888,0.158365885,1447.791534,0.032446116,4
-323.0223999,72.00117493,-20.33743668,-4.236243725,2.690250874,21.36888504,-5.524252415,5.253891945,-8.770344734,10.06615639,7.518380642,-3.038395405,-6.887986183,0.368815104,2192.383546,0.044910144,0
-244.2389069,-0.065096192,-19.89778328,-6.446771145,4.64465332,16.75450325,-6.5835886,3.422151566,-17.90259552,6.621294022,9.132740974,3.937068701,-9.080116272,0.553515625,3387.06167,0.070047989,0
-223.9830017,63.5827446,-60.74312592,24.2359066,9.09527874,15.7260313,0.624842346,14.92742157,5.351390839,11.13627529,-9.465108871,-0.238129199,-2.213050365,0.333496094,2083.596017,0.081036337,2
-334.5127258,28.24096107,-25.24303246,-15.66986561,-14.12602043,13.62557793,-14.03160763,9.923102379,-11.29874039,10.39724541,11.25198555,-2.814716339,-7.968762398,0.353841146,2606.709428,0.065033831,0
-303.649353,36.69352341,-22.8041172,-7.204115868,4.927665234,17.07830238,9.575965881,5.327132702,-29.1563015,1.184725523,19.37313461,2.885144472,-20.27775955,0.391601563,2621.378293,0.12103384,0
-208.2556152,78.9367981,-36.86577606,-3.62717557,-22.26822853,2.073478937,-8.121599197,-3.798216343,-14.3328886,1.962769628,-4.791264534,5.515038013,-2.649854422,0.201497396,1648.647983,0.174309373,3
-360.2186584,88.93919373,-17.98184204,23.04914093,-17.75141335,19.6596489,-9.655096054,5.691692829,-1.102835298,8.898219109,3.04936552,7.953594208,2.275357485,0.244466146,1779.158466,0.023579149,2
-197.7606659,75.32694244,-26.41389084,22.11640549,-13.53465366,12.19710159,5.623469353,-7.583096981,-1.000606656,12.29881001,-16.26527786,4.665037632,-10.26320839,0.394042969,2089.533246,0.126423925,3
-366.0515747,107.9354858,15.79042816,5.719042778,-13.64827538,-7.535071373,-6.794635773,-6.338677406,-16.69485283,-1.870525122,-13.30684662,-2.955037594,-12.17710304,0.194010417,1430.05852,0.031093769,4
-308.181366,31.57247543,-8.615161896,2.809961557,1.992118239,8.320781708,-6.579654694,12.09004784,-6.495956898,3.018175125,-1.288610935,7.435384274,-5.976115227,0.54296875,3025.969606,0.040530406,1
-297.8862915,38.69704437,-13.44561195,35.48286438,-20.88738632,28.1717186,5.044626713,0.114669882,11.08337402,8.344226837,-5.212645531,9.506807327,-5.614295483,0.442545573,2756.69808,0.053350072,3
-100.6975098,64.16352081,-22.82162476,3.575133085,11.08667183,6.124330521,0.77389884,15.76089287,-9.33105278,-6.891581059,-4.192096233,6.628498554,-3.495224237,0.239676339,2219.980837,0.226450935,0
-325.0460815,46.63965607,-56.56490326,31.44765663,-38.66965103,-46.33529663,-15.10808086,0.400147319,-10.75467968,3.920855284,-17.4379406,-35.37132263,-21.73524666,0.2890625,2186.746947,0.048149996,3
-220.6637115,58.4160881,26.30764771,2.968253374,9.68848896,12.89694881,-7.166577816,4.596143723,-10.48778439,8.302580833,-2.297192097,4.325664043,-17.67857742,0.703125,2865.112978,0.117064744,1
-335.9442749,79.34143066,-29.2307415,17.83030128,0.383738011,5.714792252,-13.74370193,-3.255316257,-6.263302803,2.768274546,-13.55625725,3.649139643,-3.823227644,0.253255208,1970.125922,0.022421192,2
-322.6343689,13.08654404,9.410511971,-10.09687328,5.000249386,3.009626627,-7.458649158,7.731096745,-6.034572124,2.128793001,1.579427838,6.853274822,-3.09951067,0.683376736,3820.140123,0.03474389,1
-337.4291992,67.08588409,24.67300415,-0.781873763,4.370381832,11.38105202,-1.959070563,17.52586746,-1.05380249,-0.345748395,-3.847081661,4.435938835,-2.472521305,0.246419271,2337.401352,0.058954578,1
-463.2253418,115.0515823,-4.657741547,18.69269371,-18.52508736,4.155804634,-0.840536654,9.074473381,-10.93233967,4.982311249,-7.504018784,-0.575286686,-2.677174807,0.228678385,1316.307954,0.023461452,4
-269.1206665,50.76091003,-46.81974411,5.948847771,6.23211956,-10.46702385,6.390567303,4.295851707,5.009188652,10.67704105,-19.71699333,-7.237650394,0.192219988,0.309244792,2175.111705,0.162881747,3
-161.943634,63.18592834,-9.12027359,1.584260345,4.150276184,0.242368042,4.833481789,5.560588837,-1.279224396,12.53727531,-3.655551434,4.810661316,-2.889365911,0.28515625,2350.107016,0.114977717,4
-490.0153809,69.3478241,16.04529762,11.42916584,-18.31374931,20.11223984,-8.138332367,7.192399502,2.466315031,15.22735882,-1.744421363,3.5879879,3.800670147,0.494791667,2173.069809,0.007624091,2
-360.5167847,9.615496635,-48.20802689,3.029195786,20.3560524,-4.879584312,-22.62953377,31.58555794,-7.673217297,-17.62888908,18.0465889,8.347224236,-12.03659821,0.295138889,2566.957757,0.089590907,0
-289.8353577,-2.285473347,-4.206758022,17.2163105,1.795081019,-3.371871471,8.568220139,-5.871644497,-8.862729073,14.13105488,-4.28586483,10.7662077,1.51588726,0.537434896,3490.350871,0.08392588,1
-157.4595642,92.8274231,-71.83015442,17.85744858,14.51303673,7.154866695,4.40974474,11.38153076,4.052345276,21.27720833,-2.949142456,0.031952597,-8.303264618,0.197265625,1656.167812,0.190021068,3
-550.4783325,58.92048264,1.848189592,41.46892548,-2.582448006,38.69802856,-5.692106724,20.68974113,9.456101418,8.451780319,10.03150272,1.728389502,7.089497566,0.45686849,2059.318821,0.008642712,2
-402.5405579,59.18531036,-21.77066422,-11.29430866,-20.84534645,-3.663650036,-9.775624275,14.15268135,-6.68871069,-1.663024187,-2.145516157,-4.142951965,-6.436101437,0.258138021,2091.616747,0.037827782,0
-246.9347839,26.30251503,-12.57831955,7.134618282,-0.046919212,4.610955715,-9.047672272,13.52445221,-0.174974963,5.065757751,-1.239456654,11.90799618,0.821726143,0.43359375,3038.202693,0.069212571,1
-484.9555969,59.89569092,-29.58353615,18.69577217,17.62482834,32.07069778,-12.38034248,-25.51997566,3.141422272,29.52528763,-12.93982124,-11.50430679,0.260652035,0.283854167,2028.921691,0.023214847,4
-354.953186,29.53076553,-0.613654375,0.385126799,14.34126759,5.404807568,-0.730668724,20.71578407,-0.07297872,7.023041725,2.739798546,8.580287933,-2.856104612,0.6765625,3302.518743,0.033494882,1
-289.1047058,59.83987045,-8.261320114,13.03271389,0.295556128,-4.198636055,-15.50446987,6.068983078,-15.18311405,0.023584183,-6.645261765,-0.782954991,-3.546378374,0.487792969,2346.490373,0.063989267,3
-442.1006165,76.47001648,-0.3699615,15.73311234,-3.679625034,1.666160345,-11.23149395,-6.330374718,-13.33327389,-1.272289991,-13.15968132,1.910677433,-7.149905205,0.296061198,1923.503388,0.01280871,4
-413.0340881,90.92199707,-8.337647438,28.14614487,-2.342594624,28.93182182,-21.03315926,0.321847469,-9.825750351,10.77650928,-4.547986031,3.134884596,3.363885164,0.215820313,1686.298409,0.017284613,2
-212.1679382,1.003349543,-10.77127171,4.459016323,-3.390027285,4.330930233,-8.153443336,10.01274395,-6.098696709,-2.413603544,-1.886025906,8.206336021,-3.332715034,0.561662946,3466.39102,0.091541827,1
-142.4120331,69.57894135,-74.6829834,25.15771866,5.293419838,4.800352097,0.651952386,8.638883591,0.394725889,11.11542892,-16.45355415,-2.838103771,-9.871206284,0.245117188,1934.250131,0.202109486,3
-234.507431,64.30184937,-27.52752876,22.31968689,-17.03760529,15.48746967,-11.41786385,-1.311132193,1.243711233,-9.505259514,3.609660864,-8.671230316,-9.168868065,0.450195313,2457.114303,0.089990705,4
-460.206665,63.13619232,-45.11623764,-9.900434494,3.611005068,24.75610542,-13.12551117,-12.01999664,-27.66924667,14.21613026,10.87641525,-10.09056568,-15.88422012,0.191080729,1848.582657,0.037640475,0
-501.9477844,96.01417542,28.35385513,23.28006744,0.875205159,16.71676636,7.361214638,11.44401455,5.506247044,15.65476322,4.92650795,13.79848671,2.503808022,0.056640625,1128.776016,0.016676296,2
-160.1410065,9.363375664,-3.182545662,-4.15035677,-7.555907726,3.766748905,-12.95402336,-8.563900948,-4.37445116,4.555415154,2.170143843,2.934933424,0.611293256,0.528320313,3542.130165,0.13804467,3
-545.8508911,-5.262705803,16.3537674,51.59827805,-14.11553192,46.61939621,-0.418758839,23.86386108,14.64225006,5.082091808,10.36170673,8.815349579,4.595780373,0.528808594,2961.541686,0.013281568,2
-353.9490967,71.59677124,-12.21551132,44.08919525,2.491142035,-4.734223843,-12.47801495,4.031970501,15.84811306,25.75222588,3.975353241,13.95157051,15.95288944,0.16389974,1417.16491,0.067701593,3
-202.9754944,65.24425507,-39.09315491,16.71749878,-16.88401985,13.40276146,-5.899671555,4.88256979,1.383749604,-7.70757103,1.971511006,-10.4801693,-9.124932289,0.461914063,2419.514981,0.106920727,3
-170.9429474,72.85529327,-23.77192879,-2.038582325,-6.366625309,-1.409829497,1.964542389,3.390205622,-6.342381477,11.71916389,-11.24337959,9.392349243,-5.165511608,0.349283854,2163.676014,0.133647487,0
-455.8235474,98.26158905,-39.24400711,31.61421776,0.041661326,27.81787682,-16.9355011,-4.503654957,-12.35222816,7.392326832,-10.48922157,-2.946872473,-3.553398371,0.215820313,1627.750359,0.008810362,2
-510.8097839,89.09721375,0.89039886,28.7287426,17.2042675,19.86435699,-2.03367734,5.493127346,1.640815139,1.784557462,-3.382127762,4.996612549,4.718646049,0.118489583,1413.247711,0.007726428,2
-332.0722046,16.58425331,-34.6621666,-12.12390614,-8.030941963,14.88489246,17.83274651,17.21324348,-12.07327366,-8.928954124,2.377358675,32.8633461,-8.14999485,0.423177083,2777.166225,0.078322999,0
-183.776886,103.880249,19.21238327,7.064496517,-22.89476013,0.636286557,-2.935880423,-11.34711647,-9.404453278,-5.667349815,-13.73883915,3.449388981,-18.23402977,0.430826823,1641.697984,0.221072465,3
-440.3023376,63.16811752,0.553325832,45.54886246,-17.22029114,38.5906105,-32.33563614,1.125437856,0.573111892,-2.225340366,-6.022312164,-10.64560699,4.93648243,0.549804688,2749.132847,0.020512637,2
-130.5386963,50.20949936,-30.94083023,-1.396769643,-12.31514454,-0.519934773,-1.409209132,5.028414726,-4.828211784,1.631581903,-14.95339108,-1.527508616,-6.271115303,0.254231771,2353.968564,0.185162187,3
-416.8530884,77.91540527,-7.388538361,27.59662628,4.847789288,6.124560356,-7.624456406,-1.78929913,-0.115424901,8.599907875,-9.42586422,0.79019165,-6.07997036,0.244140625,1916.005498,0.011014021,2
-405.7411499,89.03256989,-46.88959885,40.03682327,-14.18741894,28.21413231,-11.72929096,5.254794598,-4.245209217,7.858725071,-3.296997786,-1.111010432,-0.345273912,0.28141276,1849.085684,0.013796805,2
-346.1975403,16.39840126,-8.646187782,0.827948809,5.989348888,3.028906345,-6.752052307,11.38179684,0.294966042,-3.030497551,1.123966455,9.666261673,-0.087825634,0.579520089,3321.423245,0.033769161,1
-307.0638123,82.72702026,-43.69135666,-24.13629913,0.625469804,14.95285797,-1.497218609,11.63950062,-0.101298489,3.638000011,10.51884174,7.143967628,-1.654247761,0.303385417,1926.898769,0.048299022,0
-269.9068298,90.97431946,-9.793130875,30.15204048,-42.92599487,3.02227211,-15.12920666,1.689326525,-11.99522209,-3.358694792,-10.44602299,4.427059174,-6.858957291,0.201009115,1838.349027,0.048268706,4
-232.4808655,17.76157761,-39.47367096,-4.967594147,12.28388214,2.732960701,-7.44630146,17.91292,1.675593853,-3.54701972,6.098120213,0.626641691,1.208052039,0.495256696,3019.615778,0.064057417,1
