mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc13,mean_zcr,mean_centroid,mean_RMSE,label
-87.81111145,46.6360817,-42.67549515,10.51459026,-10.97596645,-2.498394251,-13.23873997,-5.311448097,-12.0465107,4.635542393,-10.05376148,-1.583247781,-16.16186714,0.272623698,2365.972705,0.2342408,3
-560.1272583,84.16547394,-0.304724365,20.64582062,0.547842383,1.445429206,-1.519596577,5.82807827,-3.014263391,9.364177704,-9.398319244,-2.582170486,-4.735162735,0.617838542,1993.275072,0.00681681,4
-345.116272,117.0520096,-2.720704556,24.56912422,-9.601884842,7.287083626,-7.412678242,-0.202946424,-10.01815319,-0.487254709,-12.80780125,4.970241547,-6.73129797,0.370279948,1384.776367,0.074454702,4
-259.8643799,71.64079285,-66.46250916,36.46266174,-38.71499634,25.90261269,-17.31362534,21.33592224,0.541618407,-6.869253635,4.808037758,-1.511749983,6.581104279,0.406575521,2354.327954,0.068413384,1
-409.6619568,64.48630524,-14.00710392,-0.029341653,-12.41833305,-1.593640208,-14.69598866,7.471833229,-13.40836334,-5.537551403,-4.363792419,1.95201683,-3.914344788,0.368617107,2162.287126,0.020874294,0
-166.5280457,79.3496933,-37.96945953,-11.91102028,-7.482533932,3.821779966,-6.628884315,13.20190048,-6.094686985,2.872913361,-0.034041915,9.456389427,-0.106955342,0.313337054,2049.948794,0.137278706,1
-266.286377,8.794660568,1.480850577,2.375990868,-1.044163942,-2.1712749,1.82994616,6.894656181,-13.07355118,1.538942099,-4.423834801,1.492634535,2.171773672,0.665364583,3610.360738,0.070009828,1
-563.7005615,78.20928955,23.6573391,39.64542389,13.68157864,32.89568329,4.283880711,11.87144852,12.9712801,12.20872974,2.158196926,7.532013416,3.044534683,0.09781901,1346.997574,0.006935473,2
-477.0305786,95.71504211,-7.022889137,36.0360527,6.56299448,29.67903709,-21.55212402,0.405073971,-2.346120119,6.199474335,-16.49943161,-1.585161924,3.950527191,0.182942708,1548.715883,0.009310244,2
-345.6086121,40.80252457,-72.61067963,60.25050735,-46.66832733,39.05712891,-24.97247887,21.98806572,-0.688319147,-8.924032211,14.64703274,-4.573524475,9.770005226,0.453125,2873.978554,0.031235985,1
-491.8609924,69.14302826,1.238863349,21.00272942,4.683330536,22.69247437,6.994879246,20.94294548,12.66592026,15.20500088,3.729599476,7.368593216,2.88113308,0.174316406,1636.260823,0.01104336,2
-380.707489,85.86789703,-9.219023705,31.71791649,-14.0058918,-10.45032406,3.542192459,23.51994705,21.40480042,29.62027931,8.749152184,-2.566628933,-22.94505692,0.134928385,1299.418192,0.05369439,3
-308.4333496,48.12518692,-72.98762512,55.0116806,-40.77690125,35.63111877,-25.9815712,19.73545647,-3.617174864,-6.242016792,9.291396141,-8.904379845,4.864123344,0.448102679,2722.926722,0.054477606,1
-501.4320068,110.8281326,-23.56603432,30.03181458,-3.885009527,27.62015724,-9.721701622,1.490110397,3.215373993,5.060594559,-25.4854641,-1.478562474,4.524006844,0.16796875,1294.631915,0.0097532,2
-217.7591095,80.26087952,-21.1651535,-8.364696503,-5.333964348,11.06714249,-9.877731323,14.87255764,-2.754384518,0.913567603,-0.152566567,9.829055786,-7.554252625,0.239746094,2007.332824,0.080911279,0
-374.1650391,18.45420074,10.30645561,18.27103043,14.17985058,10.36446953,-5.498584747,21.65969849,-11.48368073,2.377696753,-1.404297709,12.91429138,-4.999019146,0.523763021,3117.159678,0.042890687,1
-143.7029724,70.10992432,-23.06451035,5.169994354,-8.171451569,-3.481651783,-10.39202881,-7.00269413,-14.45779037,2.617932796,-11.50282764,-2.517100334,-6.468011379,0.237304688,1973.49453,0.196225464,3
-228.1516876,-4.247872353,-15.49347115,5.916494846,-1.61422801,3.631978989,-5.031872749,6.132439613,16.73947334,23.15259361,8.501436234,10.63737106,-1.491023421,0.5390625,3507.866975,0.10588254,3
-526.4922485,75.54600525,-14.94120789,44.79017639,-4.099118233,7.615569115,-9.994328499,-5.289083481,-0.59652549,7.292939186,-8.718995094,-4.253754139,-3.190774679,0.397949219,1884.361892,0.008355903,4
-224.5889435,22.89081573,-7.482113361,0.84919095,-3.013965368,-2.987477303,-10.45490742,12.35139179,-4.143424988,1.628574371,-2.777239084,9.402206421,-4.111759186,0.555664063,3206.149667,0.096643895,1
-366.1371765,78.33635712,-0.217407137,11.29173088,-3.067276955,-8.044482231,-9.826692581,3.734480381,-11.347929,3.1285882,-11.80763149,0.895320594,-8.310377121,0.34765625,1974.320765,0.030102111,4
-275.8497314,-0.727554977,-50.44400406,-7.9153018,17.38237762,27.66121483,-26.81306648,1.975536704,6.102193832,5.858625412,5.628222466,5.56566906,-2.618049145,0.310747196,2811.634645,0.084420942,0
-400.2935181,81.77003479,-12.8445549,19.3415966,0.937578499,4.160676479,-12.18087006,2.21286273,-3.893079519,1.91956079,-12.58429432,3.254708052,-4.523078442,0.269205729,1942.112503,0.013109826,2
-347.78125,77.22219086,-7.463211536,13.62958717,9.951443672,13.52577019,11.99828243,8.483825684,8.138993263,11.52759647,-4.669529438,5.319039345,2.406261683,0.171386719,1705.277245,0.035298891,2
-223.039444,57.782444,9.950756073,37.5468483,-28.61091232,16.55452156,-6.953496456,12.74194813,-10.87182331,3.662681103,-5.906092167,6.465575695,-0.096338637,0.315429688,2467.583787,0.065546148,4
-242.3044434,96.39263153,-44.82545471,-22.66342163,-1.040809155,12.50746822,0.205186233,10.49755573,3.788831711,2.33490181,0.519999206,13.31402588,-0.248267472,0.201985677,1690.901047,0.086249314,0
-201.4280853,100.0038223,2.439607382,17.93385506,-15.60498142,-7.538840294,-9.33718586,-5.310875893,-7.703419685,-5.385259151,-18.05600929,5.711963177,-8.414687157,0.231770833,1562.61972,0.147289738,3
-308.3295593,56.81027603,12.39130878,39.43698502,-27.00684357,18.76257324,-6.0218997,11.41589069,-13.81570816,2.748935223,-7.394237041,7.683542252,-0.939612627,0.313151042,2483.265765,0.028096871,4
-213.7069397,55.49147415,-40.02189255,-3.780426025,6.074948788,13.47318459,-9.580861092,16.63589859,-8.18163681,11.05545235,2.396928787,-1.051611304,-4.164760113,0.238002232,2189.530689,0.104470842,0
-230.022934,-28.04774284,-51.26106262,15.2763834,-20.49454498,-21.09564781,34.67648697,27.48113441,-11.47825718,13.36653328,-32.48654938,-19.46997833,22.39906693,0.364095052,3057.560904,0.310656279,3
-331.1463318,34.05755234,-8.800208092,5.829689026,2.938176632,1.580775142,3.935292959,8.506350517,-4.647336483,4.019392967,-3.389113903,9.210188866,-5.402513981,0.574869792,3009.732316,0.040017746,1
-227.847229,16.7730751,-79.65454865,33.07536316,-34.36452866,-23.15785789,35.44445038,28.15624809,-23.47015762,-2.598376989,-43.6702652,-23.80517578,16.63453102,0.337890625,2473.786016,0.247755483,3
-217.8605042,70.92240143,-29.63282394,-2.812314749,-26.4707756,-15.04390144,-15.28762245,-8.046087265,-11.69085217,3.728237629,-13.40893269,0.583955646,-6.369199753,0.253580729,1875.035689,0.138172075,3
-448.039093,102.9957733,-2.962507248,25.79593468,-11.28423595,17.58996773,-17.9927063,-4.946302414,-2.915426731,12.77869034,-7.925405502,3.776850939,1.682336688,0.176757813,1497.522215,0.01190767,2
-286.4176025,91.30484009,-7.112428665,19.99052238,-1.666056633,-10.96881008,-18.32620239,-19.34303665,-12.40200901,-7.440332413,-11.8598156,3.846646547,-11.04544449,0.491536458,1795.091763,0.094741046,4
-310.0462036,72.4096756,-5.697823524,20.48088264,1.354717374,-5.515969276,-4.033233643,-1.839033961,-6.985238552,6.287894249,-11.00471306,3.553509951,-9.379124641,0.301595052,2076.791017,0.034872919,2
-327.0101624,59.31035995,-19.24899483,11.03156853,-0.875648856,6.111727715,-1.183307409,-2.013539076,1.815959811,7.109127522,-6.264897346,6.493574142,-11.92424297,0.400878906,2364.817011,0.03360834,3
-209.8299866,38.60263443,-53.18587494,15.40314102,-32.36845779,-24.97712898,21.36312485,5.996988773,-19.17230606,22.50671005,-13.8164711,-11.63716125,9.224363327,0.344238281,2458.79052,0.16693902,3
-369.0793762,86.62136078,-20.55177307,22.94252014,-13.08095551,20.07002831,-23.68996811,2.310838461,-5.527283669,2.658594608,-4.231619358,6.713986397,9.985208511,0.337565104,1801.583292,0.029783247,2
-186.9942474,58.37628937,-32.92584229,20.65205956,-22.88840866,13.33111477,0.563522279,-10.39410877,1.908710718,13.52376461,-16.72200775,11.65642452,-10.49737644,0.395996094,2345.266624,0.141315788,3
-365.4800415,91.71614075,-25.21279526,20.67367744,3.946258068,1.98978591,-9.410135269,-2.58259964,-12.96732426,2.948907852,-15.57120705,-1.393918276,-12.45723534,0.243652344,1695.347716,0.02802819,4
-297.8174744,63.22309875,-31.8987751,14.29436588,-8.335247993,9.134653091,-8.609361649,6.022733688,-5.053037643,8.674606323,-13.43773651,5.253428936,-3.040921211,0.340494792,2282.771469,0.032720245,2
-355.8707275,25.91503525,-16.60617447,30.96592712,-17.51551819,4.36644268,-10.71123505,-11.72838974,0.872366011,-1.580205917,-4.146053314,3.443002701,-9.219837189,0.50764974,2901.332749,0.040003676,4
-355.2598267,33.60194016,10.63064194,17.23688698,10.80090809,10.6282959,-6.521186352,21.03746986,-13.06893349,0.891116738,-2.815186977,9.494300842,-6.50962019,0.518554688,2850.697502,0.036919031,1
-283.1783447,-24.86735535,15.50376797,1.190217614,4.342704296,0.277671993,-5.208683014,15.02919579,-3.864109278,-2.203062057,-5.101462841,6.672072411,-2.668489218,0.672991071,4449.102402,0.046961557,1
-334.5161743,62.38518906,2.720016956,11.79499817,-7.925803661,-11.71739292,-5.921224594,21.22167015,26.86091232,23.90558434,17.14706421,10.64914894,-11.14651299,0.200032552,1759.480833,0.066350281,3
-444.0406494,126.4626846,-13.14502716,16.02649307,-15.1370554,3.536067009,-3.716795921,2.439260244,-4.357048035,-5.741004467,-4.40414381,0.595862865,1.358240843,0.151529948,1264.686684,0.021020139,4
-241.628952,98.4133606,-42.91521454,-15.40515232,6.472361565,13.00235939,-1.347040534,12.65370083,-10.02622318,0.462014496,10.64397812,11.99547577,-3.444734097,0.274414063,1705.322588,0.108146623,0
-529.1322021,115.5569611,15.69327259,25.27565384,9.030533791,7.292870998,-8.312864304,-3.669716358,-11.40140247,0.171507046,-8.512945175,0.599460363,-9.145971298,0.231933594,1266.518328,0.012528798,4
-474.0791626,103.8608017,-44.8453331,45.01675797,-5.547718048,2.952420235,12.98076248,-7.632890224,1.379888058,8.613375664,-14.37401104,11.22599888,-13.12273502,0.234049479,1721.849743,0.005847205,3
-212.5023193,18.42207146,-38.80633163,3.502723932,-6.736048222,-5.997942924,-5.508066177,-5.867743492,-2.852993011,5.113176346,-10.06660748,0.08559069,-10.84903526,0.451009115,2895.924961,0.076322481,4
-334.2470093,72.27349091,-4.756420135,14.58808136,1.329900622,-1.73981607,-10.16928482,-6.649686337,-14.11737442,-5.383630753,-13.26564026,0.622223616,-10.46827507,0.289876302,2058.865243,0.032996662,4
-257.2802124,37.07363892,-64.34735107,-18.94914627,-6.52956295,-1.620283127,-4.587975025,11.68742847,-10.97882557,11.99195957,15.87547493,11.15179253,-4.87426424,0.313476563,2251.950139,0.101326004,0
-307.8573608,78.20314789,-35.25954437,11.14654064,1.845500231,7.871861935,3.795224428,3.544511557,-2.53723979,9.070928574,-14.63745213,2.345196247,-8.935922623,0.260416667,1998.418739,0.030341487,2
-325.2792053,22.42775154,-31.20217323,-18.27517509,-19.11903763,9.974470139,-14.10263252,13.43475819,-3.627459288,3.464205027,12.75736713,4.08093071,-2.927153587,0.398111979,2806.099847,0.06848029,0
-311.1741638,-5.41418314,-51.81611633,-2.736398458,23.14614296,33.44570541,-28.83431816,0.14276439,6.627314568,8.390835762,8.54593277,6.490321636,-4.34311676,0.304937901,2775.719692,0.068781175,0
-405.660614,47.41728592,-12.88089848,27.89947319,-11.65790844,37.34715652,-16.10283089,-1.634434462,0.974720836,0.75112325,1.349177957,0.575244844,-1.741057873,0.556477865,2834.827578,0.02274508,2
-456.6452026,102.3230362,12.77681637,30.25150681,-2.037935972,-3.829926014,-9.005784988,-0.035423309,-6.186787605,-7.853503704,-1.782833815,-3.447439909,-16.60126877,0.3203125,1568.057953,0.019767858,4
-198.259613,67.31613159,-26.22781372,5.00306797,-2.415304422,-0.18263942,7.718368053,-2.063244343,-10.59417248,15.94341469,-20.58219719,8.327027321,1.443778157,0.360839844,2336.813728,0.110576078,0
-311.7922974,13.71951675,-39.19726944,-15.17188549,-10.51739597,11.22830677,-13.65219879,16.12391472,-6.596229076,2.967173576,1.084618807,2.384557247,2.136266232,0.376302083,2791.375217,0.068996534,0
-252.6433868,35.82084656,0.262964606,36.23587418,-18.50019264,18.51140404,-7.898640156,-6.417357445,7.998566628,-0.570105553,0.778539896,5.659920216,-3.23726511,0.517903646,2937.13307,0.143323794,4
-415.5720825,100.443222,-33.27419281,25.7592144,-14.17252636,19.34989548,-21.35870743,1.759681225,-7.231125355,3.616032839,-11.79913139,2.509238482,5.280451298,0.233398438,1676.311208,0.012696293,2
-348.7169189,64.47393799,-1.801102877,1.826404214,0.415882647,-6.719982147,-10.24474812,-8.869379044,-15.88425064,-6.647012234,-8.354949951,2.216857433,-12.72348881,0.479329427,2386.571536,0.041789286,4
-274.0167542,44.42104721,-1.670600057,19.34558487,5.545946598,6.361115456,-12.23268986,6.726616859,-2.32046771,9.895785332,1.740621328,0.476770669,-5.277989388,0.427024148,2743.756084,0.058818161,1
-387.7305298,101.0068512,30.9292717,31.93359756,-4.476117611,15.06525993,-5.566179276,-3.633925676,-4.959320545,1.07797277,-2.449682474,5.978752136,-8.573617935,0.360839844,1486.91425,0.047537707,4
-469.2478333,70.3629303,-42.81155396,26.54106903,-1.284254074,-1.17732501,10.27413368,11.51610851,-3.802783251,16.52766991,7.189828396,-11.83476734,2.495718718,0.392740885,2174.693649,0.070640445,3
-231.5644684,-14.93448067,-9.080003738,-7.209599495,-5.333102703,-2.37437439,-10.11011314,4.209051609,-11.6968565,-2.574813604,2.56897974,7.071512699,3.871428967,0.680989583,3786.703296,0.083245128,1
-128.0214233,51.90844727,-40.62516022,21.13145256,-11.92620564,-12.18513584,15.08024883,5.366231918,-16.76351547,13.87575722,-15.10648823,-10.65522385,2.840968847,0.309895833,2372.126264,0.213952944,3
-346.0800476,115.3375397,-12.21154022,-9.68072319,-35.06755066,2.114689827,-14.50339413,0.859997988,-3.733261108,7.019572735,-18.87434387,1.92884469,-9.381656647,0.223795573,1406.902353,0.060496498,4
-256.9486694,66.67645264,-11.91130066,9.593153,-4.130335808,-0.75316596,7.755349159,2.502199173,-4.426537037,17.34646606,-17.97291183,10.56250668,2.543074369,0.35546875,2361.747445,0.067875884,1
-158.0253601,75.35751343,-13.84036255,3.031736135,-11.87764454,10.39728832,-7.588731766,13.49514294,-11.45145035,2.140503883,-8.446051598,9.71829319,-3.099067688,0.351283482,2152.386418,0.140127137,1
-272.6904297,61.94487381,-8.750003815,-7.003042221,0.48244372,-5.698949814,2.332090616,-0.703585982,-2.757052898,9.310459137,-6.063644409,-3.619511127,-7.693756104,0.24983724,2413.192492,0.037055764,4
-221.169754,60.45433807,-16.90470314,4.83659935,-1.971716285,3.056727886,-5.422246456,1.726727843,-9.231721878,3.26646471,-9.86671257,-2.881101608,-7.537526608,0.395345052,2306.267239,0.068884678,4
-258.0080261,63.27277756,24.31110382,5.642477036,-8.251111031,-9.494587898,-22.80931854,-11.43836975,-14.52861214,-3.597304344,-7.641112328,-8.946746826,-12.0087719,0.289550781,2287.507561,0.080834687,4
-359.4647217,37.77388,1.854160547,32.43927383,-48.54840851,11.81854343,-18.38142395,-10.49389648,13.07110214,-5.129739761,-0.19965212,-3.764883518,-12.74495125,0.521158854,3050.836866,0.085553803,4
-249.9751434,70.03025818,-34.64461136,-7.067499161,-14.19238758,3.963359118,-2.79126811,13.70183849,-9.483136177,9.017692566,3.877657413,9.807198524,-8.694952011,0.234375,2055.515737,0.085994676,0
-398.6940002,85.12404633,-14.81275558,40.72501373,-3.924970627,19.32573128,-16.97316551,4.964272976,-4.785657406,11.78328991,1.947924018,11.84230423,10.98641205,0.285644531,1615.336382,0.026909506,2
-420.0832825,111.5296402,-9.599106789,16.09072876,-21.57627296,17.86172676,3.978480577,10.97505379,-8.02771759,3.0851264,-0.889019191,7.776350498,1.572919607,0.177951389,1493.00325,0.01657068,4
-218.3835754,35.64430237,-51.32542038,40.77704239,-35.10138321,18.68285942,-19.83110046,13.86916542,-3.316856623,-5.115403175,8.517177582,-2.641895771,4.006863117,0.420247396,2779.542542,0.101101786,1
-268.7314758,19.3455658,29.6942215,-5.482028008,10.8605423,7.293463707,-3.552945614,13.13987446,-3.419148207,1.326474786,-1.498734832,2.568562984,-2.634339571,0.670758929,3687.849196,0.066474371,1
-257.8617859,26.87014771,28.75985146,41.69445038,15.75675774,27.04271507,5.43109417,12.6974268,17.57352638,16.62050629,5.859192848,10.35049152,-0.161129788,0.342610677,2645.571609,0.113228448,3
-445.0036926,66.71546173,4.746493816,41.15551758,-19.13579941,41.58058929,-20.00647354,7.142262459,3.247810602,2.271420479,0.206237197,-6.168451786,11.33295059,0.541178385,2673.684328,0.020333987,2
-250.0932465,-5.664756298,-25.3462162,42.3734436,-23.05409813,2.559304476,-9.232987404,-15.2202034,-21.01586342,-1.754522562,-37.52539825,5.442780495,5.546638012,0.376953125,3083.566371,0.194451109,3
-333.5219421,127.8230896,-47.63961411,-19.80518913,-1.140972495,3.113051891,-0.320985913,8.365743637,-6.726232052,3.980392933,-6.023579597,-5.197305202,-10.25764084,0.169433594,1303.814787,0.07645344,3
-506.9046631,65.78291321,9.055420876,40.17322922,-34.11727905,18.53240395,-22.94358253,9.929448128,2.311929941,-6.34774065,4.460781097,0.257124692,2.29348278,0.498535156,2353.169257,0.011588675,2
-217.6325378,18.69888496,-2.737967014,-4.217345238,-7.0155406,1.968157887,16.56250954,4.821829796,-9.395600319,11.61952972,-16.85630226,2.900516748,5.615903854,0.655133929,3506.737793,0.095949709,1
-143.0308838,65.71661377,-36.64901733,13.06992149,-20.41884613,13.0017662,-9.974232674,4.335499287,3.274817228,-7.493721962,5.902696609,-8.184315681,-9.088280678,0.459960938,2418.70246,0.193455175,3
-528.9432983,71.93954468,-62.13309097,-30.57958794,13.12200356,28.98455048,9.486999512,9.396661758,-3.932134628,6.474498749,3.828131199,8.3186903,1.676367521,0.180121528,1615.939909,0.025478207,0
-487.0544739,63.15975952,-26.62900162,30.59667969,16.66034317,25.83947182,0.779349089,20.14353561,4.847223282,15.43015003,-5.606232166,4.024151802,2.739937544,0.177734375,1888.823855,0.006501467,2
-354.2622681,71.0763855,41.54765701,24.03609467,-2.502665997,16.77204132,-7.892766476,-2.150964975,-2.265173674,-1.977771997,0.299484104,3.500683784,-10.58777618,0.431152344,2097.542992,0.048866976,4
-385.2492065,41.74301147,-23.96786499,21.59013367,-18.48277283,5.892168522,3.704682112,-13.14284039,2.896517277,7.504824638,-17.04981995,9.788496971,-15.43172359,0.416015625,2725.397986,0.08931689,3
-317.8432922,124.472084,-18.94081497,-10.87204266,-38.54338455,-4.665792465,-25.3213253,-2.198446512,-22.23169518,-2.078140259,-0.123500094,9.263400078,-1.391553402,0.141384549,1274.587406,0.055758242,4
-439.9233398,36.17683792,-54.34010696,34.34127808,8.652270317,26.30614853,20.52522469,27.51247978,24.8872757,15.60303116,-6.828092575,12.98342228,3.255795479,0.272460938,1787.676585,0.023817107,2
-132.1507874,42.73853302,-51.25843048,5.089293957,-11.15759373,-0.042465415,-1.201045632,2.396066666,-9.899503708,14.01534653,-5.190348625,-1.609778404,-6.341093063,0.32405599,2411.322999,0.179094031,3
-528.7718506,101.7134857,14.27556229,24.95422554,5.984024525,27.31758308,-8.789247513,3.651119709,3.45028758,5.221175671,-4.271427155,-2.318932295,4.835054874,0.10563151,1340.730986,0.007064613,2
-298.7409058,29.55912209,-3.143743992,8.098366737,5.52451086,8.633729935,-5.462516785,12.94187927,-6.172987461,4.697454929,-0.613394141,8.49874115,-4.835285664,0.546679688,3083.818813,0.052803323,1
-165.5773315,64.25640869,-5.498400688,7.48382473,2.289920807,8.132275581,-7.142626762,17.93778801,-4.35804081,-3.466234207,-3.298069954,6.583133698,-3.435451746,0.27734375,2188.37859,0.158229902,1
-235.7428284,64.26276398,-5.190662861,16.94916153,1.972690463,0.313606113,-3.142784595,3.911074162,-6.126111984,4.145723343,-6.433927059,5.514103413,-12.10633183,0.32014974,2251.720133,0.074836731,2
-158.7775879,64.50830841,-24.45746422,-4.02798605,-7.371480942,5.157234669,4.999459267,4.209532738,-9.735937119,2.096163273,-16.18959045,11.04580593,6.029934883,0.327148438,2260.257377,0.155850694,0
-149.4178467,42.15486145,-16.45220184,-2.532704353,3.655675888,-4.481977463,0.690728009,2.369752645,-0.616515636,11.86422443,-9.284175873,-3.484766245,-5.51073885,0.367838542,2703.537644,0.139380828,3
-400.5932617,45.02552414,-28.24378395,-5.521235943,-2.004648924,14.93864346,14.95444107,-10.53469181,-15.99546432,12.25876713,0.926097572,13.5301609,-13.51416779,0.410590278,2544.726478,0.052804504,0
-229.4973907,21.21981239,2.241010904,-2.275164604,14.81767368,5.908763409,-4.513111115,13.44513226,-7.100299358,-0.081230998,0.387108654,5.026007175,-2.407489777,0.57734375,3451.837267,0.065250963,1
-362.6641541,44.53316879,15.53486061,24.05694199,12.50797844,0.353489339,-5.307317734,5.526284218,1.377492785,14.84892845,7.300562859,-4.772731781,-1.010042906,0.62890625,2964.144968,0.041675895,1
-502.4581909,113.9428406,26.73155594,19.54470062,-1.211090446,3.647301674,-8.474468231,-7.750440121,-17.16237259,-2.659385204,-12.27092171,-4.465425968,-16.42431259,0.283040365,1315.961729,0.017384106,4
-318.0346985,17.68160629,-17.33771515,-22.36528015,-3.186277628,21.27444839,-3.731668949,6.231729984,-8.747438431,-1.548188806,-3.774810076,3.333118677,-10.44923306,0.300223214,2587.605753,0.078320213,0
-513.5111084,51.99474716,5.595309258,50.86416245,-13.80256653,46.65370941,-19.92742157,6.533410549,7.946335316,3.412575006,0.706201792,-5.426034451,12.86851406,0.550292969,2809.112457,0.012693907,2
-251.7978363,21.54662514,-59.92829514,48.48868179,-32.4030571,-26.61312866,41.53118515,34.86265945,-15.90845871,-0.781030297,-42.10214996,-20.08739662,19.94497299,0.343098958,2536.09002,0.205778569,3
-415.6685181,106.4327545,24.7715435,45.29674911,9.724467278,19.15643883,4.494066238,9.557341576,-8.217253685,3.458166122,-7.473442554,2.313812494,-2.580322981,0.118326823,1192.540429,0.030365752,4
-344.4185791,71.70822144,-20.08457947,9.202342987,-2.709516048,0.972978413,-2.962713242,2.94662714,-6.10599041,8.513202667,-7.911270618,-0.912167728,-10.20960808,0.245117188,2072.572101,0.021304484,4
-297.477478,41.2041893,40.39601135,12.06626415,1.665241599,1.48434341,-18.86284637,1.003293872,-9.641786575,-7.33230114,-6.07797575,-13.42299557,-14.0496912,0.74235026,2826.080347,0.076731168,4
-295.338623,38.65974426,-57.9895401,-32.76311874,-21.20207024,-10.21446896,-6.184870243,7.853725433,-13.1975069,2.716081858,3.613385677,9.795101166,-8.862785339,0.244140625,2233.334811,0.06142066,0
-410.7164307,81.67105103,15.17938328,40.25947571,-20.55063248,20.81111145,-7.185709953,3.309435844,3.793698788,-11.75690269,1.852474689,-4.495067596,-12.03089333,0.510904948,2158.197409,0.044562675,4
-229.8235474,31.848629,-29.95801735,-16.79027939,-11.5780592,7.054103851,-13.49631786,11.49074554,-8.036019325,0.15876773,0.061440859,1.072823524,-1.327860355,0.357910156,2717.843891,0.076277249,0
-271.8048706,-5.92831707,-3.89106679,7.274950027,-8.502969742,3.512103558,-8.949915886,17.25881958,-5.682658195,4.46881628,2.063362598,10.41985226,-2.005748272,0.636067708,3754.151974,0.064141631,1
-128.8932648,47.53844833,-5.659843445,-13.84645557,3.387126207,7.34603405,-4.080696583,12.77753353,-4.745089531,-0.074388176,-2.200088978,5.737606049,-4.035715103,0.41796875,2795.297081,0.17400308,1
-469.3149719,108.0540237,-27.84209633,40.61175919,4.09132719,16.26188087,-11.60006905,3.153795481,-9.358621597,12.00945377,-7.064651012,0.652882159,5.61888361,0.223470052,1407.244136,0.010639212,2
-109.8895569,30.40241814,-50.60707855,-3.771421194,-1.993073225,-4.367175102,-15.31663036,13.90512943,-1.90814805,8.300725937,4.355268478,10.84856415,1.676305771,0.320800781,2589.039933,0.198771909,0
-330.9142761,13.1830864,-8.165798187,14.32128048,12.13112545,8.750611305,-6.968985081,22.51476288,-10.29161644,5.158226013,2.289591074,13.6494236,-4.685474396,0.523111979,3200.40815,0.063153692,1
-484.798584,97.71836853,-11.32956982,27.5441246,4.439205647,16.98081779,-12.96105766,-12.38007069,5.583772659,19.91630363,-6.727963924,-9.113055229,7.154370308,0.286946615,1606.303527,0.02045059,4
-249.2753601,9.466749191,-39.7552948,1.379581094,24.45014,32.96809387,-29.52726173,-1.072203159,4.111485958,5.528039932,3.139082432,4.522817135,-5.932229996,0.318201014,2746.901572,0.103399605,0
-325.736084,28.76969719,-25.60564804,22.68035316,5.027987957,12.37923241,6.004041672,8.640338898,11.31433582,13.03874588,2.073939085,12.08461189,1.895226836,0.43766276,2438.687939,0.039397795,2
-429.3479919,84.16390228,-16.7722168,20.29723167,-8.707602501,14.70527363,-16.92307472,-5.098357677,-0.85972625,2.567026138,-13.50324631,7.037867546,6.23688221,0.412434896,1920.765564,0.010736473,2
-546.3150635,90.22962952,12.73616409,36.29658508,-5.431156158,-7.668981552,-8.154275894,3.366621733,-1.428866625,9.753102303,-11.90649033,-5.651900768,-4.343570232,0.402235243,1590.451992,0.010406349,4
-372.351532,37.46696854,-49.466362,26.87690163,9.807444572,29.93915749,6.57267189,18.49353027,11.02134514,10.37797165,-10.08182526,7.813946724,1.853208423,0.301106771,2178.436087,0.025513638,2
-509.7414551,88.86676788,7.504279613,42.99132919,10.53628635,10.49646664,-5.644798756,-8.185922623,2.217601776,8.260699272,-7.621772766,-3.275922775,-7.538066864,0.392089844,1621.211809,0.019658204,4
-263.9526062,35.61384201,3.252919436,-5.491024971,-0.383961409,1.433340192,-7.723357677,11.70769596,-0.336516857,0.622065008,-3.543954372,-2.553444624,-3.03772831,0.65250651,3183.200567,0.046313159,1
-220.2963257,0.394176155,7.687204361,7.89308548,-9.900208473,-17.30216599,-7.352232456,-5.591827869,-11.91775322,16.29666519,-11.97217846,18.6377182,1.970762014,0.574707031,3779.551935,0.166688517,1
-205.5375061,49.33301163,-18.19358253,45.97749329,-11.22831345,0.844613075,-0.650111258,-11.55154324,-2.805068493,8.675263405,-11.71101475,7.00054884,-12.51197529,0.400878906,2424.512483,0.111234717,3
-244.6724548,107.9513397,13.38162708,12.0714426,-13.11350918,-3.017843962,-8.75859642,-0.623560846,-4.454137802,4.402355194,-9.19343853,6.00514555,-3.319713593,0.120768229,1411.395495,0.0987266,3
-118.2171631,39.09260178,-16.15322495,-13.04970264,-7.852265835,-8.667935371,-3.644391298,4.011582851,5.820608139,10.32215309,-0.304833829,-1.6700418,-9.992448807,0.483072917,2850.930845,0.193641663,3
-481.885498,91.52873993,-10.53183651,40.70217133,-4.60452795,15.81654739,-26.89415169,0.718608201,-2.404018402,6.894562244,-13.6034708,-0.092965618,7.576490402,0.191080729,1650.077098,0.007359032,2
-296.5487366,92.45743561,-80.53800201,96.12361908,-47.39338303,19.82673073,25.03490639,-23.24499702,35.73600388,-4.227079391,1.909447193,18.56031609,-10.42058086,0.411295573,2545.209813,0.152115539,3
